id,name,timestamp,free_bikes,empty_slots,uid,last_updated,slots,normal_bikes,ebikes
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-18 11:37:01.840000+00:00,8,11,51,1734521719,19,6,2
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-18 11:37:01.924000+00:00,8,7,16,1734521590,16,8,1
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-18 11:37:02.002000+00:00,6,13,52,1734521611,19,6,0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-18 11:37:02.095000+00:00,5,13,35,1734521719,19,5,0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-18 11:37:02.178000+00:00,1,18,10,1734521670,19,0,1
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-18 11:37:02.258000+00:00,6,13,13,1734521730,19,4,2
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-18 11:37:02.344000+00:00,5,15,7,1734521703,23,5,0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-18 11:37:02.415000+00:00,7,8,56,1734521606,15,7,0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-18 11:37:02.500000+00:00,8,7,41,1734521623,15,8,0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-18 11:37:02.592000+00:00,4,11,45,1734521653,15,4,0
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-18 11:37:02.691000+00:00,2,13,46,1734521613,15,1,1
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,2024-12-18 11:37:02.773000+00:00,6,9,21,1734521715,15,6,0
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,2024-12-18 11:38:22.862000+00:00,5,10,53,1734521716,15,4,1
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,2024-12-18 11:38:22.964000+00:00,1,14,43,1734521665,15,1,0
030c4027b0bea390e562645c7082db4c,Los Rosales,2024-12-18 11:38:23.006000+00:00,0,25,11,1734521586,25,0,0
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,2024-12-18 11:38:23.045000+00:00,18,1,55,1734521767,20,17,2
104e0797759d11ac22a61cfed357800b,Ventorrillo,2024-12-18 11:38:23.086000+00:00,5,13,27,1734521601,18,5,0
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,2024-12-18 11:38:23.128000+00:00,4,11,23,1734521729,15,4,0
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,2024-12-18 11:38:23.187000+00:00,6,13,25,1734521747,19,6,0
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,2024-12-18 11:38:23.379000+00:00,9,14,31,1734521737,23,9,0
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,2024-12-18 11:38:23.553000+00:00,6,9,5,1734521619,15,4,2
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,2024-12-18 11:38:23.681000+00:00,2,13,17,1734521650,15,2,0
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,2024-12-18 11:38:23.780000+00:00,5,9,42,1734521706,15,4,1
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,2024-12-18 11:38:23.899000+00:00,0,17,14,1734521737,19,0,0
1df27d4197c65e404466107444967600,Casa del Agua,2024-12-18 11:38:24.017000+00:00,9,3,57,1734521632,16,7,3
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,2024-12-18 11:38:24.216000+00:00,11,16,3,1734521763,29,10,1
280380564f13b15dbc782a43d2426689,Estación Autobuses,2024-12-18 11:38:24.311000+00:00,3,12,8,1734521639,15,3,0
2ad08bdfd5fda295855b0297d410716f,Orillamar,2024-12-18 11:38:24.430000+00:00,1,14,40,1734521624,15,1,0
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,2024-12-18 11:38:24.551000+00:00,5,9,4,1734521635,15,5,0
2d16841278003915e01f897638776f63,Parque de Oza,2024-12-18 11:38:24.657000+00:00,5,10,49,1734521634,15,5,0
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,2024-12-18 11:38:24.732000+00:00,7,7,15,1734521681,15,7,0
447505d0e57db2f71d7572ceedcbb046,Agrela,2024-12-18 11:38:24.799000+00:00,4,18,28,1734521613,23,4,0
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,2024-12-18 11:38:24.888000+00:00,10,9,20,1734521752,19,10,0
5053bbeb34b876b59c45121ab341af93,Ágora,2024-12-18 11:38:24.984000+00:00,0,22,44,1734521612,23,0,0
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),2024-12-18 11:38:25.085000+00:00,5,7,18,1734521758,15,4,2
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,2024-12-18 11:38:25.173000+00:00,4,18,50,1734521741,23,3,1
75e54fb28a5679603047bbd282047916,Puerto - Palexco,2024-12-18 11:38:25.450000+00:00,9,6,6,1734521657,15,7,2
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,2024-12-18 11:38:25.551000+00:00,11,6,33,1734521761,19,9,2
8c078d095787b97917c07ab40bf3594e,Plaza Recife,2024-12-18 11:38:25.997000+00:00,1,14,47,1734521599,15,1,0
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,2024-12-18 11:38:26.088000+00:00,1,13,19,1734521597,15,1,0
938a003c099dc9b2c7411f2000b88022,Puerta Real,2024-12-18 11:38:26.174000+00:00,9,14,22,1734521669,23,9,0
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,2024-12-18 11:38:26.264000+00:00,3,11,12,1734521711,15,2,2
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,2024-12-18 11:38:26.358000+00:00,5,9,9,1734521607,15,4,1
9e7f93baecab42d934a507a9ef7e5938,Adormideras,2024-12-18 11:38:26.469000+00:00,6,11,26,1734521661,19,6,0
9e84dc079b6d308cb74dedeb0f98f345,Marineda,2024-12-18 11:38:26.595000+00:00,5,17,29,1734521715,23,1,4
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,2024-12-18 11:38:26.718000+00:00,3,10,54,1734521697,13,3,0
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,2024-12-18 11:38:26.852000+00:00,8,11,36,1734521763,19,8,0
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,2024-12-18 11:38:26.902000+00:00,3,15,32,1734521731,19,2,1
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,2024-12-18 11:38:26.962000+00:00,2,21,30,1734521703,23,2,0
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-18 11:38:27.040000+00:00,8,11,51,1734521719,19,6,2
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-18 11:38:27.218000+00:00,8,7,16,1734521590,16,8,1
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-18 11:38:27.328000+00:00,6,13,52,1734521611,19,6,0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-18 11:38:27.434000+00:00,5,13,35,1734521719,19,5,0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-18 11:38:27.501000+00:00,1,18,10,1734521670,19,0,1
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-18 11:38:27.556000+00:00,6,13,13,1734521730,19,4,2
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-18 11:38:27.702000+00:00,5,15,7,1734521703,23,5,0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-18 11:38:27.834000+00:00,7,8,56,1734521606,15,7,0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-18 11:38:28.024000+00:00,8,7,41,1734521623,15,8,0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-18 11:38:28.169000+00:00,4,11,45,1734521653,15,4,0
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-18 11:38:28.288000+00:00,2,13,46,1734521613,15,1,1
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,2024-12-18 11:38:28.408000+00:00,6,9,21,1734521715,15,6,0
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,2024-12-18 11:39:54.268000+00:00,4,10,53,1734521899,15,4,1
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,2024-12-18 11:39:54.350000+00:00,1,14,43,1734521848,15,1,0
030c4027b0bea390e562645c7082db4c,Los Rosales,2024-12-18 11:39:54.678000+00:00,0,25,11,1734521771,25,0,0
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,2024-12-18 11:39:55.337000+00:00,18,2,55,1734521767,20,17,1
104e0797759d11ac22a61cfed357800b,Ventorrillo,2024-12-18 11:39:55.439000+00:00,5,13,27,1734521782,18,5,0
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,2024-12-18 11:39:55.546000+00:00,4,11,23,1734521912,15,4,0
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,2024-12-18 11:39:55.737000+00:00,6,13,25,1734521930,19,6,0
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,2024-12-18 11:39:55.940000+00:00,9,14,31,1734521919,23,9,0
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,2024-12-18 11:39:56.048000+00:00,6,9,5,1734521802,15,4,2
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,2024-12-18 11:39:56.284000+00:00,2,13,17,1734521834,15,2,0
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,2024-12-18 11:39:56.380000+00:00,5,9,42,1734521890,15,4,1
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,2024-12-18 11:39:56.523000+00:00,0,17,14,1734521920,19,0,0
1df27d4197c65e404466107444967600,Casa del Agua,2024-12-18 11:39:56.586000+00:00,9,4,57,1734521815,16,7,2
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,2024-12-18 11:39:56.846000+00:00,12,15,3,1734521945,29,11,1
280380564f13b15dbc782a43d2426689,Estación Autobuses,2024-12-18 11:39:57.353000+00:00,3,12,8,1734521823,15,3,0
2ad08bdfd5fda295855b0297d410716f,Orillamar,2024-12-18 11:39:57.444000+00:00,1,14,40,1734521806,15,1,0
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,2024-12-18 11:39:57.580000+00:00,5,9,4,1734521820,15,5,0
2d16841278003915e01f897638776f63,Parque de Oza,2024-12-18 11:39:57.736000+00:00,5,10,49,1734521817,15,5,0
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,2024-12-18 11:39:58.116000+00:00,8,6,15,1734521865,15,7,1
447505d0e57db2f71d7572ceedcbb046,Agrela,2024-12-18 11:39:58.400000+00:00,5,17,28,1734521796,23,5,0
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,2024-12-18 11:39:58.487000+00:00,11,7,20,1734521935,19,10,2
5053bbeb34b876b59c45121ab341af93,Ágora,2024-12-18 11:39:58.584000+00:00,0,22,44,1734521796,23,0,0
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),2024-12-18 11:39:58.707000+00:00,6,7,18,1734521942,15,4,2
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,2024-12-18 11:39:58.818000+00:00,3,18,50,1734521924,23,3,0
75e54fb28a5679603047bbd282047916,Puerto - Palexco,2024-12-18 11:39:58.952000+00:00,9,6,6,1734521841,15,7,2
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,2024-12-18 11:39:59.277000+00:00,11,6,33,1734521945,19,9,2
8c078d095787b97917c07ab40bf3594e,Plaza Recife,2024-12-18 11:39:59.361000+00:00,0,15,47,1734521780,15,0,0
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,2024-12-18 11:39:59.561000+00:00,1,13,19,1734521781,15,1,0
938a003c099dc9b2c7411f2000b88022,Puerta Real,2024-12-18 11:39:59.698000+00:00,8,15,22,1734521852,23,8,0
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,2024-12-18 11:39:59.789000+00:00,2,13,12,1734521895,15,2,0
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,2024-12-18 11:39:59.910000+00:00,5,9,9,1734521790,15,4,1
9e7f93baecab42d934a507a9ef7e5938,Adormideras,2024-12-18 11:40:00.002000+00:00,6,11,26,1734521845,19,6,0
9e84dc079b6d308cb74dedeb0f98f345,Marineda,2024-12-18 11:40:00.078000+00:00,5,17,29,1734521900,23,1,4
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,2024-12-18 11:40:00.178000+00:00,3,10,54,1734521881,13,3,0
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,2024-12-18 11:40:00.826000+00:00,8,11,36,1734521946,19,8,0
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,2024-12-18 11:40:00.968000+00:00,3,15,32,1734521915,19,2,1
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,2024-12-18 11:40:01.345000+00:00,2,21,30,1734521886,23,2,0
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-18 11:40:02.837000+00:00,8,11,51,1734521903,19,6,2
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-18 11:40:02.891000+00:00,8,8,16,1734521774,16,8,0
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-18 11:40:02.952000+00:00,6,13,52,1734521793,19,6,0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-18 11:40:03.034000+00:00,5,13,35,1734521902,19,5,0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-18 11:40:03.119000+00:00,1,18,10,1734521853,19,0,1
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-18 11:40:03.214000+00:00,6,13,13,1734521922,19,4,2
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-18 11:40:03.361000+00:00,2,18,7,1734521888,23,2,0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-18 11:40:03.456000+00:00,7,8,56,1734521789,15,7,0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-18 11:40:03.493000+00:00,8,7,41,1734521806,15,8,0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-18 11:40:03.532000+00:00,3,11,45,1734521836,15,4,0
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-18 11:40:03.570000+00:00,2,13,46,1734521796,15,1,1
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,2024-12-18 11:40:03.610000+00:00,5,10,21,1734521898,15,5,0
